,title,description,image,site,link,tags
10,نقش حاج قاسم در خنثی‌سازی نقشه آمریکا برای برکناری بشار اسد چه بود؟+فیلم,خانه طراحان انقلاب اسلامی موشن‌گرافیک تازه خود را با محور بررسی نقش سردار سلیمانی در خنثی‌سازی نقشه آمریکا برای برکنارکردن بشار اسد منتشر کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120614010641419784774.jpg,tasnim,https://tn.ai/2210965,فرهنگی
11,عرضه انبوه کالا در بازار داخل به‌دلیل محدودیت‌های صادراتی/ دولت کسب‌وکارهای کوچک را دریابد,"یک کارشناس اقتصادی با بیان ""کمبود کالایی در داخل کشور نخواهیم داشت"" گفت: با توجه به محدودیت صادراتی اخیر به‌نظر می‌رسد در روزهای آینده با عرضه انبوه کالاهای داخلی به‌خصوص محصولات کشاورزی در داخل مواجه باشیم.",https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120613571927319784744.png,tasnim,https://tn.ai/2210966,اقتصادی
12,تخریب منازل «علی‌آباد» خرم‌آباد در پی بارش باران به روایت تصاویر‌,گروه استان‌ها ـبارش‌های سیل‌آسا که از روز گذشته در لرستان آغاز شده، برخی از منازل مسکونی را در منطقه محروم علی‌آباد خرم‌آباد تخریب کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120613423460019784544.jpg,tasnim,https://tn.ai/2210976,استانها
13,پیش بینی تصویب بودجه 99 در مجلس تا قبل از پایان سال/ بلاتکلیفی بودجه به نفع کشور نیست,عضو کمیسیون اقتصادی مجلس با اشاره به آخرین تحولات در خصوص لایحه بودجه سال 1399 گفت: بر اساس توافق انجام شده لایحه بودجه به جای دولت به کمیسیون تلفیق خواهد رفت و با شروع جلسات مجلس از هفته بعد، تا پایان سال لایحه بودجه در مجلس تعیین تکلیف می شود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/08/28/1398082802223899218918094.jpg,tasnim,https://tn.ai/2210980,اقتصادی
14,حسنی مبارک درگذشت,حسنی مبارک رئیس‌جمهور مخلوع مصر امروز سه‌شنبه در سن 91سالگی درگذشت.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/139207151159191011308594.jpg,tasnim,https://tn.ai/2211007,بین الملل
15,سازمان بهداشت جهانی از درمان کرونا با داروی ابولا و سارس خبر داد,در زمان بحران شیوع بیماری‌هایی مانند ابولا و سارس متخصصان اقدام به تولید دارویی خاص برای درمان آنها کردند و حالا سازمان بهداشت جهانی اعلام کرده‌ که این داروها برای درمان کرونا هم کارایی دارد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/04/1398120414484112219771524.jpg,tasnim,https://tn.ai/2211016,اجتماعی
16,احتمال وقوع سیلاب در گلستان/ مردم به گرگانرود نزدیک نشوند,گروه استان‌ها ـشرکت آب منطقه‌ای گلستان اعلام کرد با توجه به اخطاریه اداره کل هواشناسی استان، از عصر امروز (6 اسفند تا بامداد پنج شنبه 8 اسفندماه) سامانه بارشی در استان فعال است که در این مدت احتمال وقوع سیلاب‌ در استان وجود دارد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/07/21/1398072112195036818647894.jpg,tasnim,https://tn.ai/2211023,استانها
17,حمایت لاوروف از مواضع ایران در واکنش به اقدامات آمریکا و اروپا/ آتش‌بس با تروریست‌ها در ادلب غیرممکن است,وزیر خارجه روسیه با ابراز امیدواری به اینکه نشست آتی کمیسیون برجام تشدید اوضاع را متوقف کند، گفت: ایران با پایبندی به تعهدات قانونی خود، مجبور به پاسخگویی به اقدامات مخرب آمریکا و بی تفاوتی طرف‌های اروپایی شده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120614404259419786104.jpg,tasnim,https://tn.ai/2211026,بین الملل
18,دستگیری باندی که قصد خارج‌کردن 3000000 ماسک از کشور را داشت,باندی که قصد خارج‌کردن 3000000 ماسک دپوشده در گمرک غرب تهران را از کشور داشتند، دستگیر شدند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120615330880219786634.jpg,tasnim,https://tn.ai/2211063,اجتماعی
19,‌اختصاصی| قرنطینه آیت‌الله شبیری‌زنجانی صحت ندارد‌,گروه استان‌ها ـ مسئول دفتر آیت الله شبیری زنجانی گفت: آیت‌الله شبیری زنجانی در صحت و سلامت هستند و هیچ گونه بیماری ندارند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1395/11/02/139511021319093299757664.jpg,tasnim,https://tn.ai/2211099,استانها
20,خبر خوش معاون رئیس‌جمهور: ماسک‌های نانو تولید می‌شود/ انعقاد قرارداد تولید 5 میلیون ماسک,گروه استان‌ها ـ معاون علمی و فناوری رئیس جمهور بابیان اینکه در زمینه تولید ماسک‌های نانو چند شرکت مشغول به فعالیت هستند، گفت: طی روزهای گذشته قرارداد لازم برای تولید 5 میلیون ماسک بسته شده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/10/24/1398102415004791819407714.jpg,tasnim,https://tn.ai/2211106,استانها
21,بررسی صلاحیت &quot;خاوازی&quot; در کمیسیون کشاورزی مجلس/گزارش به هیئت رئیسه ارجاع شد,عضو کمیسیون کشاورزی مجلس جزئیات جلسه امروز این کمیسیون برای بررسی صلاحیت کاظم خاوازی وزیر پیشنهادی وزارت جهاد کشاورزی را تشریح کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/08/12/139708121439251015807924.jpg,tasnim,https://tn.ai/2211133,سیاسی
22,سخنگوی دانشگاه پزشکی گیلان: 80 درصد افراد دارای علائم کرونا خود به خود بهبود می‌یابند,گروه استان‌ها- سخنگوی دانشگاه علوم پزشکی گیلان گفت: 80 درصد افراد دارای علائم خفیف ممکن است جزو مبتلایان به ویروس کرونا باشند اما به‌طور خودکار بهبود یابند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/01/1398120118485437019734364.jpg,tasnim,https://tn.ai/2211140,استانها
23,پدرانه‌هایی از فرمانده ارشد جبهه مقاومت؛ اصغر را بعد شهادت شناختم,پدر شهید مدافع حرم، اصغر پاشاپور می‌گوید: در طول سال‌هایی که در سوریه بود 5 بار برای دیدنش راهی سوریه شدم اما هر بار بیشتر از دو ساعت با اصغر دیدار نکردم.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/05/1398120518573797419779034.jpg,tasnim,https://tn.ai/2211145,فرهنگی
24,ضد عفونی کردن قطارهای بین شهری قم ـ مشهد به روایت تصویر,گروه استان‌ها- اقدامات بهداشتی برای پیشگیری شیوع ویروس کرونا و ایجاد سفری امن ، نقاط تماس مسافران با وسایل و تجهیزات قطار در راه آهن قم ضدعفونی می‌شود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120617151583319788074.jpg,tasnim,https://tn.ai/2211176,استانها
25,بازگشت تلویزیون به سریال‌های 90 شبی با جواد رضویان، شروع اتفاقِ رشیدپور و برنامه جدید نادر طالب‌زاده,"مدیر شبکه 3 سیما با اشاره به سریال‌های جدید در 6 ماهه اول سال 1399 از بازگشت تلویزیون به سریال‌های 90 شبی با سیدجواد رضویان، ""دوپینگ""، سریال جدید تاریخی و پخش فصل دوم ""عصر جدید"" و شروع ""اتفاق"" رضا رشیدپور خبر داد.",https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/06/25/1398062517372720318406804.jpg,tasnim,https://tn.ai/2211184,فرهنگی
26,روحانی در اولین نشست ستاد مبارزه با کرونا: همه باید توصیه‌های پزشکی را مراعات کنند و اجتماع کمتری شکل بگیرد,رییس جمهور گفت: همه باید توصیه‌های پزشکی را مراعات بکنند، اجتماع کمتری شکل بگیرد و اگر جمعیتی تشکیل می‌شود باید مراقبت‌های بهداشتی رعایت شود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/11/30/1398113017241353219728054.jpg,tasnim,https://tn.ai/2211196,سیاسی
27,سخنگوی گردان‌های القدس: مقاومت شهرک‌های صهیونیست‌نشین را به جهنم تبدیل کرد,سخنگوی شاخه نظامی جنبش جهاد اسلامی فلسطین تاکید کرد گروه‌های مقاومت از جمله گردان‌القدس ، شهرک‌های صهیونیست نشین اطراف نوار غزه را به جهنم و مکانی که مناسب زندگی نیست، تبدیل کردند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/12/06/1397120610180338516747574.jpg,tasnim,https://tn.ai/2211286,بین الملل
28,ربیعی: علائم کرونا ندارم؛ برای احتیاط تست دادم,علی ربیعی، سخنگوی دولت در گفت‌وگو با ایرنا درباره شایعه ابتلا به کرونا گفت که با توجه به توصیه دکتر حریرچی و با وجود نداشتن علائم اولیه، تست کرونا داده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/05/06/139805061335487117981874.jpg,tasnim,https://tn.ai/2211292,سیاسی
29,اعتبار کارت‌های بازرگانی تا پایان فروردین ٩٩ تمدید شد,بر اساس درخواست اتاق بازرگانی ایران و به منظور اجتناب از حضور غیرضروری فعالان اقتصادی در اتاق های بازرگانی سراسر کشور، با دستور قائم مقام وزیر صنعت، کارت های بازرگانی تا پایان فروردین٩٩تمدید شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1394/09/18/139409181743026116682554.jpg,tasnim,https://tn.ai/2211310,اقتصادی
30,سخنگوی هیئت رئیسه مجلس: کمیسیون تلفیق هفته آینده نظر نهایی خود درباره لایحه بودجه 99 را اعلام می‌کند,سخنگوی هیئت رئیسه مجلس با بیان اینکه کمیسیون تلفیق تا یکشنبه هفته آینده نظر خود درباره لایحه بودجه 99 را به مجلس اعلام می‌کند گفت: بودجه اشکالات فراوانی دارد و امیدواریم مشکلاتش در این مهلت قانونی حل شود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120610425058919782144.jpg,tasnim,https://tn.ai/2211311,استانها
31,احتمال طغیان رودخانه‌های غرب کشور/ کاهش شدت بارش‌ها در تهران از ظهر امروز,رئیس سازمان هواشناسی از احتمال طغیان اغلب رودخانه‌های غرب کشور خبر داد و گفت:بحران اصلی در استان‌های لرستان، ایلام، چهارمحال‌و‌بختیاری و شمال‌شرق خوزستان خواهد بود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/01/24/1398012408231399817159604.jpg,tasnim,https://tn.ai/2211312,اقتصادی
32,لایحه بودجه 99 تفاوت چندانی با سال‌های گذشته ندارد/ قوامی: با رد کلیات مخالف هستیم,سخنگوی کمیسیون تلفیق با بیان این که لایحه بودجه 99 تفاوت چندانی با سال‌های گذشته ندارد گفت: با رد کلیات لایحه مخالف هستیم.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1396/11/05/139611051447364913131394.jpg,tasnim,https://tn.ai/2211313,اقتصادی
33,هواشناسی ایران 98/12/7|تداوم بارش‌های سیل‌آسا در 18 استان,سازمان هواشناسی از ادامه بارش‌های سیل آسا در 18 استان خبر داد و اعلام کرد: سامانه بارشی اواخر وقت فردا از کشور خارج می‌شود.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/01/16/1398011619163379217088354.jpg,tasnim,https://tn.ai/2211315,اقتصادی
34,رد کلیات لایحه بودجه 99 پیام بسیار بدی برای فعالان اقتصادی دارد,نماینده تهران در مجلس یازدهم گفت: رد کلیات لایحه بودجه 99 در شرایطی که در جنگ اقتصادی تمام عیار قرار داریم پیام بسیار بدی را برای فعالان اقتصادی داخل و نیز ناظران خارجی به همراه داشت.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/11/30/1398113011401948319724714.jpg,tasnim,https://tn.ai/2211322,اقتصادی
35,تخلیه 1000 واحد مسکونی در ضلع غربی شهر پلدختر؛ احتمال ورود آب به داخل شهر وجود دارد,شهردار پلدختر با بیان اینکه طی روزهلی گذشته 1000واحد مسکونی در ضلع غربی شهر پلدختر تخلیه شده است گفت: در صورت افزایش دبی رودخانه کشکان آب وارد شهر پلدختر خواهد شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1396/12/12/1396121212522199313499154.jpg,tasnim,https://tn.ai/2211331,استانها
36,توقف فعالیت کارگزاران بورسی تکذیب شد,روابط عمومی سازمان بورس و اوراق بهادر با رد شایعات تاکید کرد سازمان بورس و اوراق بهادار، هیچ گونه دستوری مبنی بر توقف فعالیت کارگزاران بورسی صادر نکرده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1395/06/06/139506061251339078487924.jpg,tasnim,https://tn.ai/2211348,اقتصادی
37,تقلا برای ایجاد ناامنی روانی در جامعه؛‌ ویروس خطرناک‌تر از &quot;کرونا&quot;,"در حالیکه تعداد کل مبتلایان به ""ویروس کرونا"" در کشورمان کمتر از 100 نفر و فوتی‌ها به‌‌دلیل ابتلا به کرونا حدود 15 نفر است؛ متاسفانه جریانی در کشور از طریق سرشاخه‌های خارج از کشور در حال شیوع ویروسی است که کشندگی آن به مراتب از کرونا بیشتر است!",https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/07/1398120710335593219790924.jpg,tasnim,https://tn.ai/2211385,اجتماعی
38,گزارش تسنیم از کمبود شدید چادر و اقلام اساسی در مناطق زلزله‌زده «قطور» + فیلم,گروه استان‌ها-مردم زلزله زده بخش قطور شهرستان خوی با وجود اخبار مکرر هلال احمر و مسئولان مربوطه، همچنان در انتظار چادر و اقلام اساسی و اولیه هستند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/05/1398120512324318519776864.jpg,tasnim,https://tn.ai/2211408,استانها
39,تازه‌ترین اخبار سیلاب ایران| ‌بحران ‌لرستان را فرا گرفت / خیابان‌ها‌ لبریز از آب و مردم مجبور به ترک منازل شدند / انسداد 85 راه روستایی + فیلم,گروه استان‌ها ـ بارش‌های سیل‌آسا که از روز گذشته در نقاط مختلف کشور آغاز شده‌، سبب خساراتی به روستاها و شهرستان‌ها و انسداد و آب‌گرفتگی در مسیرها و جاده‌ها شده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/06/1398120612352540419783704.jpg,tasnim,https://tn.ai/2211492,استانها
40,روحانی: هیچ تصمیمی برای قرنطینه شهری مطرح نیست/ کرونا نباید سلاح دشمنان برای تعطیلی کشور شود,رئیس‌جمهور گفت: ایجاد هرگونه محدودیت به خاطر کرونا با ستاد ملی مبارزه با کرونا است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/06/27/1398062714293883218422734.jpg,tasnim,https://tn.ai/2211560,سیاسی
41,اعمال و آداب لیلة الرغائب / گذری بر معنای رغائب,"درباره معنای ""رغائب"" آنچه در ذهن عموم مردم به اشتباه نقش بسته، «شب آرزوهاست»؛ در حالی که معنای دیگری برای آن متصور است.",https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/01/01/1397010110405182913691964.jpg,tasnim,https://tn.ai/2211694,فرهنگی
42,بیانیه دولت درباره تصمیم اخیر FATF,دولت جمهوری اسلامی ایران درخصوص تصمیم کارگروه اقدام مالی (FATF) در مورد کشورمان، بیانیه‌ای صادر کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/10/18/1398101814312533619360754.jpg,tasnim,https://tn.ai/2211721,سیاسی
43,نگاهی به «جوجو خرگوشه» | اعاده حیثیت از صهیونیست,آیا امثال فیلم «جوجو خرگوشه» را می‌توان بی‌ارتباط با ایدئولوژی دانست؟,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/07/1398120715173342519794144.jpg,tasnim,https://tn.ai/2211725,فرهنگی
44,سوریه|آخرین وضعیت نبرد با تروریسم در حومه ادلب/ حمله توپخانه‌ای ارتش به کاروان نظامی ترکیه,ارتش سوریه در بیانیه‌ای به تشریح دستاوردهای عملیات مبارزه با تروریسم در حومه ادلب و مناطق آزاد شده از اشغال تکفیری‌ها پرداخت.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/10/03/139810031934348419204074.jpg,tasnim,https://tn.ai/2211827,بین الملل
45,پاسخ همتی به کاسبان FATF؛ نرخ ارز باز خواهد گشت,کشورمان توانسته است تاحدود زیادی ارتباط تحریم ناپذیری با نظام پولی و مالی دنیا ، خارج از چارچوب FATF ، برقرار کند و بانک مرکزی نیز ، با همراهی سایر بخش های اقتصادی، تلاش خود را در جهت تسهیل پایدار نیاز های تجاری کشور، بی وقفه ادامه خواهد داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/02/16/1398021611023769117359724.jpg,tasnim,https://tn.ai/2211989,اقتصادی
46,مروری بر سبک زندگی امام هادی (ع)/ شکرگزاری فتح بابی برای افزایش روزی است,تشیع از زمان امام هادی علیه‌السلام رونق بیشتری پیدا کرد و زیارت جامعه کبیره و زیارت غدیریه تأییدی بر این نکته است که آن حضرت با وجود آزارهای دستگاه حکومت آن زمان و خفقان ناشی از محاصره و تهدید، مفاهیم شیعی را به‌خوبی به مردم تاریخ منتقل فرمودند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/13920527174022431007034.jpg,tasnim,https://tn.ai/2212016,فرهنگی
47,سی ان ان: تعداد کرونایی‌ها آمریکا به 60 نفر رسیده است,منابع خبری آمریکا از ثبت 60 مورد از ابتلا به ویروس کرونا در ایالات متحده امریکا خبر دادند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/08/1398120800151735219795944.jpg,tasnim,https://tn.ai/2212019,بین الملل
48,حکیم: شهید سلیمانی و ابومهدی المهندس پیروزی را در عراق رقم زدند/مرجعیت قطب‌نمای ماست,رهبر جریان حکمت ملی عراق با گرامیداشت یاد و خاطره شهدای عراق در این سال‌ها، از شهدای حمله تروریستی آمریکا یاد کرد و گفت: شهید حاج ابومهدی المهندس و مهمان بزرگ عراق شهید سپهبد قاسم سلیمانی فرماندهانی بودند که پیروزی را در عراق رقم زدند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1396/04/17/1396041720281244911349044.jpg,tasnim,https://tn.ai/2212025,بین الملل
49,جزئیات سفر قریب الوقوع هیئت حماس به قاهره/ تاکید بر دفاع قاطعانه مقاومت از مردم فلسطین,حماس با اعلام سفر قریب الوقوع هیئتی از این جنبش مقاوم به مصر تاکید کرد مقاومت با تمام امکانات و توان خود از ملت فلسطین در برابر هرگونه تجاوزگری احتمالی رژیم صهیونیستی دفاع خواهد کرد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/08/12/1398081220000446418805644.jpg,tasnim,https://tn.ai/2212027,بین الملل
50,میشل عون: لبنان رسما وارد باشگاه کشورهای تولید کننده نفت می‌شود,رئیس‌جمهور لبنان در آستانه آغاز عملیات حفاری اولین چاه نفت این کشور، از ورود رسمی این کشور به باشگاه کشورهای تولید کننده نفت خبر داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1397/05/16/1397051617543459814964484.jpg,tasnim,https://tn.ai/2212035,بین الملل
51,پارلمان تونس به کابینه «الفخفاخ» رای اعتماد داد,پارلمان تونس به کابینه جدید این کشور به ریاست «الیاس الفخفاخ» رای اعتماد داد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/12/07/1398120717004174119795124.jpg,tasnim,https://tn.ai/2212038,بین الملل
52,گیلان| گام‌های قوه قضائیه برای حمایت از تولید ملی؛ تولیدکنندگان در صف نخست جنگ اقتصادی هستند,گروه استان‌ها- نایب رئیس شورای راهبردی اداره کل مشارکت مدنی معاونت پیشگیری از وقوع جرم قوه قضائیه گفت: تولیدکنندگان در صف نخست جنگ اقتصادی هستند و قوه قضائیه برای حمایت از تولید ملی گام‌های اثربخشی برداشته است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/03/19/1398031909202569117611914.jpg,tasnim,https://tn.ai/2212043,استانها
53,سرپرست وزارت جهاد کشاورزی در بوشهر: مبارزه علیه آفت ملخ صحرایی آغاز شده است,سرپرست وزارت جهاد کشاورزی با اشاره به ریزش ملخ‌های صحرایی در استان‌های جنوبی گفت: مبارزه شیمیایی علیه آفت ملخ صحرایی در استان‌های جنوبی از جمله بوشهر آغاز شده است.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1393/04/20/139304201346007833181724.jpg,tasnim,https://tn.ai/2212051,استانها
54,پیشنهاد الحاق بند مالیاتی برای رمزارزها/ ظرفیت درآمد 1 میلیارد یورویی با استفاده از رمز‌ارزها,بررسی‌های صورت گرفته توسط مرکز پژوهشهای مجلس نشان می‌دهد، با استفاده از ظرفیت تولید برق ایران می‌توان به درآمدی یک میلیارد یورویی در حوزه رمز ارزها رسید.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/04/24/139804241805556017895494.jpg,tasnim,https://tn.ai/2212074,اقتصادی
55,تحویل طومار مردم تهران برای پیگرد عاملان ترور شهید سلیمانی به کمیسر‌ عالی حقوق بشر,طومار امضا شده توسط هزاران تن از مردم تهران در حاشیه راهپیمایی 22 بهمن مبنی بر محکومیت جنایت آمریکا در ترور سردار شهید سلیمانی و درخواست از مراجع بین المللی برای محکومیت این جنایت و پیگرد آمرین و عاملین آن، تسلیم کمیسر‌ عالی حقوق بشر شد.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1398/11/22/139811221617483619660374.jpg,tasnim,https://tn.ai/2212132,اجتماعی
56,تشکر امام خامنه‌ای از دست‌اندرکاران پزشکی برای مواجهه با کرونا,رهبر انقلاب طی پیامی از وزیر بهداشت و همکاران، پزشکان، پرستاران و کادرهای درمانی و مجموعه دست‌اندرکاران پزشکی در مواجهه و مبارزه با بیماری کرونا تشکر کردند.,https://newsmedia.tasnimnews.com/Tasnim/Uploaded/Image/1394/01/20/13940120113023115067754.jpg,tasnim,https://tn.ai/2212208,سیاسی
